UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,REGION_NATURAL,TIPO_MUNI,CLASIFICACION,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,GPC_MUN
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,SELVA,PROVINCIAL,Selva con Población urbana entre 10 mil y 50 mil habitantes,37870.0,37125.0,745.0,0.51,0.7285714285714286
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,281.0,147.0,134.0,0.5413538747534213,0.7733626782191734
010103,AMAZONAS,CHACHAPOYAS,BALSAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1202.0,336.0,866.0,0.437675332039757,0.62525047434251
010104,AMAZONAS,CHACHAPOYAS,CHETO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,696.0,467.0,229.0,0.437675332039757,0.6252504743425099
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,604.0,178.0,426.0,0.437675332039757,0.6252504743425101
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1955.0,521.0,1434.0,0.437675332039757,0.62525047434251
010107,AMAZONAS,CHACHAPOYAS,GRANADA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,532.0,183.0,349.0,0.5413538747534213,0.7733626782191734
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1395.0,1338.0,57.0,0.4839367527862208,0.6913382182660298
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,4080.0,2312.0,1768.0,0.5413538747534213,0.7733626782191735
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3845.0,2859.0,986.0,0.68,0.9714285714285715
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,817.0,449.0,368.0,0.437675332039757,0.62525047434251
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,913.0,731.0,182.0,0.5413538747534213,0.7733626782191734
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1507.0,1036.0,471.0,0.47561988783608683,0.6794569826229814
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2296.0,631.0,1665.0,0.437675332039757,0.6252504743425101
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,503.0,461.0,42.0,0.4458122266763847,0.6368746095376925
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,429.0,141.0,288.0,0.5413538747534213,0.7733626782191734
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,807.0,95.0,712.0,0.5413538747534213,0.7733626782191735
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,323.0,238.0,85.0,0.41,0.5857142857142859
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,599.0,429.0,170.0,0.5413538747534213,0.7733626782191734
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1279.0,217.0,1062.0,0.5413538747534213,0.7733626782191734
010121,AMAZONAS,CHACHAPOYAS,SONCHE,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,274.0,106.0,168.0,0.5413538747534213,0.7733626782191734
010201,AMAZONAS,BAGUA,BAGUA,SELVA,PROVINCIAL,Selva con Población urbana entre 10 mil y 50 mil habitantes,29540.0,26870.0,2670.0,0.42607035773060603,0.6086719396151515
010202,AMAZONAS,BAGUA,ARAMANGO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,10300.0,2874.0,7426.0,0.8,1.142857142857143
010203,AMAZONAS,BAGUA,COPALLIN,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,4787.0,2370.0,2417.0,0.45,0.6428571428571428
010204,AMAZONAS,BAGUA,EL PARCO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1292.0,669.0,623.0,0.504,0.7199999999999999
010205,AMAZONAS,BAGUA,IMAZA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,31300.0,5618.0,25682.0,0.53,0.7571428571428571
010206,AMAZONAS,BAGUA,LA PECA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,6631.0,4093.0,2538.0,0.37,0.5285714285714286
010301,AMAZONAS,BONGARA,JUMBILLA,SELVA,PROVINCIAL,Selva con Población urbana de hasta 10 mil habitantes,1354.0,1112.0,242.0,0.72,1.0285714285714287
010302,AMAZONAS,BONGARA,CHISQUILLA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,321.0,124.0,197.0,0.5413538747534213,0.7733626782191734
010303,AMAZONAS,BONGARA,CHURUJA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,301.0,291.0,10.0,0.39964907116692844,0.5709272445241835
010304,AMAZONAS,BONGARA,COROSHA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,819.0,80.0,739.0,0.5413538747534213,0.7733626782191734
010305,AMAZONAS,BONGARA,CUISPES,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,694.0,384.0,310.0,0.5413538747534213,0.7733626782191735
010306,AMAZONAS,BONGARA,FLORIDA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,6409.0,3858.0,2551.0,0.47,0.6714285714285715
010307,AMAZONAS,BONGARA,JAZAN,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,7994.0,6721.0,1273.0,0.3,0.42857142857142855
010308,AMAZONAS,BONGARA,RECTA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,219.0,63.0,156.0,0.5469320757800004,0.7813315368285719
010309,AMAZONAS,BONGARA,SAN CARLOS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,535.0,386.0,149.0,0.5413538747534213,0.7733626782191735
010310,AMAZONAS,BONGARA,SHIPASBAMBA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1656.0,865.0,791.0,0.5413538747534213,0.7733626782191734
010311,AMAZONAS,BONGARA,VALERA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,868.0,282.0,586.0,0.5413538747534213,0.7733626782191734
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,5802.0,2246.0,3556.0,0.5413538747534213,0.7733626782191734
010401,AMAZONAS,CONDORCANQUI,NIEVA,SELVA,PROVINCIAL,Selva con Población urbana de hasta 10 mil habitantes,21071.0,4403.0,16668.0,0.5625569060324351,0.8036527229034788
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,12213.0,1142.0,11071.0,0.5469320757800004,0.7813315368285718
010403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,17543.0,2380.0,15163.0,0.5413538747534213,0.7733626782191734
010501,AMAZONAS,LUYA,LAMUD,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,2381.0,2123.0,258.0,0.5113976936119792,0.730568133731399
010502,AMAZONAS,LUYA,CAMPORREDONDO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,7422.0,4618.0,2804.0,0.5413538747534213,0.7733626782191734
010503,AMAZONAS,LUYA,COCABAMBA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,2068.0,366.0,1702.0,0.5413538747534213,0.7733626782191734
010504,AMAZONAS,LUYA,COLCAMAR,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1975.0,1268.0,707.0,0.437675332039757,0.62525047434251
010505,AMAZONAS,LUYA,CONILA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1939.0,1102.0,837.0,0.5413538747534213,0.7733626782191734
010506,AMAZONAS,LUYA,INGUILPATA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,502.0,342.0,160.0,0.437675332039757,0.6252504743425101
010507,AMAZONAS,LUYA,LONGUITA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,892.0,216.0,676.0,0.5413538747534213,0.7733626782191734
010508,AMAZONAS,LUYA,LONYA CHICO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,876.0,352.0,524.0,0.437675332039757,0.6252504743425101
010509,AMAZONAS,LUYA,LUYA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4139.0,2418.0,1721.0,0.437675332039757,0.62525047434251
010510,AMAZONAS,LUYA,LUYA VIEJO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,407.0,407.0,0.0,0.437675332039757,0.62525047434251
010511,AMAZONAS,LUYA,MARIA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,785.0,391.0,394.0,0.5413538747534213,0.7733626782191734
010512,AMAZONAS,LUYA,OCALLI,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3939.0,1637.0,2302.0,0.5413538747534213,0.7733626782191735
010513,AMAZONAS,LUYA,OCUMAL,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3734.0,542.0,3192.0,0.5413538747534213,0.7733626782191734
010514,AMAZONAS,LUYA,PISUQUIA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5125.0,400.0,4725.0,0.437675332039757,0.62525047434251
010515,AMAZONAS,LUYA,PROVIDENCIA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1399.0,269.0,1130.0,0.437675332039757,0.62525047434251
010516,AMAZONAS,LUYA,SAN CRISTOBAL,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,563.0,448.0,115.0,0.29061617202436535,0.41516596003480766
010517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,739.0,381.0,358.0,0.437675332039757,0.6252504743425101
010518,AMAZONAS,LUYA,SAN JERONIMO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,645.0,212.0,433.0,0.4203505822563048,0.6005008317947211
010519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,445.0,71.0,374.0,0.5413538747534213,0.7733626782191734
010520,AMAZONAS,LUYA,SANTA CATALINA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2114.0,441.0,1673.0,0.437675332039757,0.6252504743425101
010521,AMAZONAS,LUYA,SANTO TOMAS,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3127.0,902.0,2225.0,0.5413538747534213,0.7733626782191735
010522,AMAZONAS,LUYA,TINGO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1367.0,787.0,580.0,0.437675332039757,0.6252504743425099
010523,AMAZONAS,LUYA,TRITA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1449.0,898.0,551.0,0.4203505822563048,0.6005008317947212
010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,SELVA,PROVINCIAL,Selva con Población urbana de hasta 10 mil habitantes,6399.0,5305.0,1094.0,0.46,0.6571428571428573
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,2799.0,71.0,2728.0,0.5413538747534213,0.7733626782191734
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,633.0,550.0,83.0,0.46737215372260005,0.667674505318
010604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,2722.0,794.0,1928.0,0.5413538747534213,0.7733626782191735
010605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,2465.0,447.0,2018.0,0.5413538747534213,0.7733626782191734
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1691.0,905.0,786.0,0.5413538747534213,0.7733626782191735
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,1566.0,1054.0,512.0,0.5413538747534213,0.7733626782191734
010608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,439.0,250.0,189.0,0.5413538747534213,0.7733626782191734
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,9830.0,615.0,9215.0,0.5469320757800004,0.7813315368285721
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,534.0,159.0,375.0,0.5413538747534213,0.7733626782191734
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,290.0,66.0,224.0,0.5413538747534213,0.7733626782191735
010612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,3754.0,415.0,3339.0,0.5413538747534213,0.7733626782191735
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,SIERRA,PROVINCIAL,Sierra con Población urbana entre 10 mil y 50 mil habitantes,57076.0,39646.0,17430.0,0.6878199063576046,0.9825998662251492
010702,AMAZONAS,UTCUBAMBA,CAJARURO,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,24794.0,8262.0,16532.0,0.52,0.7428571428571429
010703,AMAZONAS,UTCUBAMBA,CUMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,8819.0,3243.0,5576.0,0.437675332039757,0.6252504743425099
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,6471.0,3101.0,3370.0,0.437675332039757,0.6252504743425101
010705,AMAZONAS,UTCUBAMBA,JAMALCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,7269.0,1370.0,5899.0,0.52,0.7428571428571427
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,SELVA,DISTRITAL,Selva con Población urbana de hasta 10 mil habitantes,11182.0,4047.0,7135.0,0.51,0.7285714285714288
010707,AMAZONAS,UTCUBAMBA,YAMON,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3242.0,585.0,2657.0,0.437675332039757,0.6252504743425099
020101,ANCASH,HUARAZ,HUARAZ,SIERRA,PROVINCIAL,Sierra con Población urbana de más de 50 mil habitantes,67418.0,61229.0,6189.0,0.77,1.1
020102,ANCASH,HUARAZ,COCHABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1723.0,450.0,1273.0,0.437675332039757,0.62525047434251
020103,ANCASH,HUARAZ,COLCABAMBA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,293.0,125.0,168.0,0.437675332039757,0.62525047434251
020104,ANCASH,HUARAZ,HUANCHAY,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1689.0,288.0,1401.0,0.437675332039757,0.62525047434251
020105,ANCASH,HUARAZ,INDEPENDENCIA,SIERRA,DISTRITAL,Sierra con Población urbana de más de 50 mil habitantes,84931.0,70935.0,13996.0,0.63,0.9
020106,ANCASH,HUARAZ,JANGAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5138.0,2645.0,2493.0,0.32,0.4571428571428571
020107,ANCASH,HUARAZ,LA LIBERTAD,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1122.0,285.0,837.0,0.437675332039757,0.6252504743425101
020108,ANCASH,HUARAZ,OLLEROS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2514.0,1244.0,1270.0,0.437675332039757,0.62525047434251
020109,ANCASH,HUARAZ,PAMPAS /GRANDE,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1020.0,335.0,685.0,0.437675332039757,0.6252504743425101
020110,ANCASH,HUARAZ,PARIACOTO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,5163.0,1344.0,3819.0,0.4203505822563048,0.600500831794721
020111,ANCASH,HUARAZ,PIRA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3518.0,1155.0,2363.0,0.437675332039757,0.62525047434251
020112,ANCASH,HUARAZ,TARICA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,7337.0,2007.0,5330.0,0.25,0.35714285714285715
020201,ANCASH,AIJA,AIJA,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,2175.0,1064.0,1111.0,0.379,0.5414285714285716
020202,ANCASH,AIJA,CORIS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1683.0,393.0,1290.0,0.437675332039757,0.62525047434251
020203,ANCASH,AIJA,HUACLLAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,371.0,212.0,159.0,0.4203505822563048,0.6005008317947211
020204,ANCASH,AIJA,LA MERCED,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1573.0,257.0,1316.0,0.437675332039757,0.62525047434251
020205,ANCASH,AIJA,SUCCHA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,739.0,297.0,442.0,0.437675332039757,0.6252504743425101
020301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,3446.0,1847.0,1599.0,0.35,0.5000000000000001
020302,ANCASH,ANTONIO RAYMONDI,ACZO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1988.0,798.0,1190.0,0.437675332039757,0.6252504743425101
020303,ANCASH,ANTONIO RAYMONDI,CHACCHO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1385.0,434.0,951.0,0.437675332039757,0.6252504743425099
020304,ANCASH,ANTONIO RAYMONDI,CHINGAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1956.0,884.0,1072.0,0.437675332039757,0.6252504743425101
020305,ANCASH,ANTONIO RAYMONDI,MIRGAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4212.0,1246.0,2966.0,0.437675332039757,0.6252504743425099
020306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1181.0,184.0,997.0,0.437675332039757,0.62525047434251
020401,ANCASH,ASUNCION,CHACAS,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,4825.0,2008.0,2817.0,0.437675332039757,0.62525047434251
020402,ANCASH,ASUNCION,ACOCHACA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2980.0,245.0,2735.0,0.437675332039757,0.6252504743425099
020501,ANCASH,BOLOGNESI,CHIQUIAN,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,4095.0,3815.0,280.0,0.37,0.5285714285714286
020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,231.0,189.0,42.0,0.437675332039757,0.62525047434251
020503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1034.0,345.0,689.0,0.437675332039757,0.6252504743425099
020504,ANCASH,BOLOGNESI,AQUIA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2136.0,1103.0,1033.0,0.437675332039757,0.6252504743425099
020505,ANCASH,BOLOGNESI,CAJACAY,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1856.0,715.0,1141.0,0.437675332039757,0.6252504743425099
020506,ANCASH,BOLOGNESI,CANIS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,298.0,287.0,11.0,0.437675332039757,0.6252504743425101
020507,ANCASH,BOLOGNESI,COLQUIOC,COSTA,DISTRITAL,Costa con Población urbana de hasta 10 mil habitantes,2404.0,1683.0,721.0,0.5,0.7142857142857144
020508,ANCASH,BOLOGNESI,HUALLANCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,6610.0,5514.0,1096.0,0.76,1.085714285714286
020509,ANCASH,BOLOGNESI,HUASTA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1408.0,1080.0,328.0,0.23,0.32857142857142857
020510,ANCASH,BOLOGNESI,HUAYLLACAYAN,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1361.0,353.0,1008.0,0.437675332039757,0.62525047434251
020511,ANCASH,BOLOGNESI,LA PRIMAVERA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,458.0,344.0,114.0,0.34,0.48571428571428577
020512,ANCASH,BOLOGNESI,MANGAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,520.0,384.0,136.0,0.37,0.5285714285714286
020513,ANCASH,BOLOGNESI,PACLLON,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,915.0,811.0,104.0,0.437675332039757,0.6252504743425099
020514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,492.0,408.0,84.0,0.42,0.5999999999999999
020515,ANCASH,BOLOGNESI,TICLLOS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,656.0,568.0,88.0,0.437675332039757,0.62525047434251
020601,ANCASH,CARHUAZ,CARHUAZ,SIERRA,PROVINCIAL,Sierra con Población urbana entre 10 mil y 50 mil habitantes,16428.0,10541.0,5887.0,0.36,0.5142857142857143
020602,ANCASH,CARHUAZ,ACOPAMPA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2768.0,1030.0,1738.0,0.437675332039757,0.6252504743425101
020603,ANCASH,CARHUAZ,AMASHCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1529.0,739.0,790.0,0.437675332039757,0.62525047434251
020604,ANCASH,CARHUAZ,ANTA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2579.0,778.0,1801.0,0.3,0.42857142857142855
020605,ANCASH,CARHUAZ,ATAQUERO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1607.0,295.0,1312.0,0.437675332039757,0.6252504743425101
020606,ANCASH,CARHUAZ,MARCARA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,10593.0,3979.0,6614.0,0.347,0.4957142857142857
020607,ANCASH,CARHUAZ,PARIAHUANCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1458.0,641.0,817.0,0.437675332039757,0.62525047434251
020608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2505.0,395.0,2110.0,0.437675332039757,0.6252504743425099
020609,ANCASH,CARHUAZ,SHILLA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2943.0,995.0,1948.0,0.4203505822563048,0.600500831794721
020610,ANCASH,CARHUAZ,TINCO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3778.0,1634.0,2144.0,0.437675332039757,0.6252504743425099
020611,ANCASH,CARHUAZ,YUNGAR,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3278.0,742.0,2536.0,0.437675332039757,0.6252504743425099
020701,ANCASH,CARLOS F. FITZCARRALD,SAN LUIS,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,11158.0,3756.0,7402.0,0.34,0.4857142857142858
020702,ANCASH,CARLOS F. FITZCARRALD,SAN NICOLAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,3282.0,1085.0,2197.0,0.437675332039757,0.62525047434251
020703,ANCASH,CARLOS F. FITZCARRALD,YAUYA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,4257.0,866.0,3391.0,0.437675332039757,0.62525047434251
020801,ANCASH,CASMA,CASMA,COSTA,PROVINCIAL,Costa con Población urbana entre 10 mil y 50 mil habitantes,39286.0,35891.0,3395.0,0.62,0.8857142857142856
020802,ANCASH,CASMA,BUENA VISTA ALTA,COSTA,DISTRITAL,Costa con Población urbana de hasta 10 mil habitantes,5276.0,2758.0,2518.0,0.49965038738600104,0.7137862676942873
020803,ANCASH,CASMA,COMANDANTE NOEL,COSTA,DISTRITAL,Costa con Población urbana de hasta 10 mil habitantes,2313.0,1667.0,646.0,0.49965038738600104,0.7137862676942873
020804,ANCASH,CASMA,YAUTAN,COSTA,DISTRITAL,Costa con Población urbana de hasta 10 mil habitantes,9002.0,3353.0,5649.0,0.49965038738600104,0.7137862676942873
020901,ANCASH,CORONGO,CORONGO,SIERRA,PROVINCIAL,Sierra con Población urbana de hasta 10 mil habitantes,1792.0,1337.0,455.0,0.437675332039757,0.6252504743425101
020902,ANCASH,CORONGO,ACO,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,391.0,209.0,182.0,0.437675332039757,0.6252504743425099
020903,ANCASH,CORONGO,BAMBAS,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,483.0,401.0,82.0,0.437675332039757,0.6252504743425101
020904,ANCASH,CORONGO,CUSCA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,2874.0,1105.0,1769.0,0.437675332039757,0.6252504743425099
020905,ANCASH,CORONGO,LA PAMPA,SIERRA,DISTRITAL,Sierra con Población urbana de hasta 10 mil habitantes,1084.0,815.0,269.0,0.22,0.31428571428571433
